ID,REC.WAV,TEXT,TEXT VALENCE,TEXT AROUSAL,TEXT DOMINANCE,AUDIO VALENCE,AUDIO AROUSAL,AUDIO DOMINANCE,EUCLIDEAN_DISTANCE,GMM_PROB_0,GMM_PROB_1,GMM_COMPONENT,GMM_FINAL_LABEL,GMM_THRESHOLD
subject 10_fear_sentence 3,subject 10_fear_sentence 3.wav,Please don't kill me...,-0.174,0.238,0.1339999999999999,-0.3734944462776184,0.0818425416946411,0.0703513622283935,0.2612170265702154,0.9466657524964293,0.05333424750357069,0,consistent,0.8545369739270962
subject 10_fear_sentence 4,subject 10_fear_sentence 4.wav,I'm not alone! Go away!,-0.2653333333333333,-0.356,-0.3253333333333333,-0.6336790323257446,0.683650016784668,0.6275434494018555,1.4575749978791253,0.0012066925829082847,0.9987933074170918,1,inconsistent,0.8545369739270962
subject 10_fear_sentence 5,subject 10_fear_sentence 5.wav,I have nothing to give you! Please don't hurt me!,0.0255714285714285,-0.1645714285714285,-0.0431428571428571,-0.574372410774231,0.6545877456665039,0.5769268274307251,1.1897229832335607,0.036893114762243426,0.9631068852377566,1,inconsistent,0.8545369739270962
subject 10_happiness_sentence 1,subject 10_happiness_sentence 1.wav,"That's great, I'm rich now!!!",0.4765,0.12425,0.3655,0.3587497472763061,0.6081521511077881,0.6640417575836182,0.5806492873364733,0.8566842446061623,0.1433157553938377,0,consistent,0.8545369739270962
subject 10_happiness_sentence 2,subject 10_happiness_sentence 2.wav,I won: this is great! I'm so happy!,0.47525,0.2,0.2645,0.7045361995697021,0.730459451675415,0.7509119510650635,0.7553515587617603,0.6767038586566436,0.3232961413433563,0,consistent,0.8545369739270962
subject 10_happiness_sentence 3,subject 10_happiness_sentence 3.wav,Wahoo... This is so great.,0.4195,0.3325,0.167,-0.6889704465866089,0.5790482759475708,0.6409850120544434,1.230509884145953,0.02320839113722892,0.976791608862771,1,inconsistent,0.8545369739270962
subject 10_happiness_sentence 4,subject 10_happiness_sentence 4.wav,I'm so lucky!,0.92,0.22,0.586,-0.1068686842918396,0.6335692405700684,0.6637893915176392,1.1097522250293717,0.08498447505555703,0.9150155249444432,1,inconsistent,0.8545369739270962
subject 10_happiness_sentence 5,subject 10_happiness_sentence 5.wav,I'm so excited!,0.816,0.862,0.418,0.4129132032394409,0.4059226512908935,0.4820740222930908,0.6120383926364682,0.8352282418269577,0.1647717581730424,0,consistent,0.8545369739270962
subject 10_sadness_sentence 1,subject 10_sadness_sentence 1.wav,Life won't be the same now,0.304,-0.2235,0.18,-0.3158577084541321,-0.4555566310882568,-0.3208086490631103,0.8299898564069664,0.5479640971794272,0.4520359028205729,0,consistent,0.8545369739270962
subject 10_sadness_sentence 2,subject 10_sadness_sentence 2.wav,"Oh no, tell me this is not true, please!",0.1856,-0.1384,0.0748,-0.4435217976570129,-0.2046738862991333,-0.0598868131637573,0.6467820358765315,0.80667705174102,0.19332294825897992,0,consistent,0.8545369739270962
subject 10_sadness_sentence 3,subject 10_sadness_sentence 3.wav,Everything was so perfect! I just don't understand!,0.4083333333333334,-0.0495,0.2508333333333333,0.5578267574310303,-0.1704665422439575,0.0864771604537963,0.25297063022122,0.9473623109885909,0.05263768901140914,0,consistent,0.8545369739270962
subject 10_sadness_sentence 4,subject 10_sadness_sentence 4.wav,I still loved her,0.4684999999999999,-0.548,-0.1085,-0.0201881527900695,-0.4957066774368286,-0.2118074893951416,0.5022182191310799,0.8961051207181032,0.10389487928189686,0,consistent,0.8545369739270962
subject 10_sadness_sentence 5,subject 10_sadness_sentence 5.wav,She was my life,0.418,0.0735,0.324,-0.8912016749382019,-0.4265757799148559,-0.155677318572998,1.481274836508008,0.0008573124721463561,0.9991426875278537,1,inconsistent,0.8545369739270962
subject 10_surprise_sentence 1,subject 10_surprise_sentence 1.wav,You have never told me that!,-0.012,-0.14275,-0.0455,-0.4865173697471618,0.4931118488311767,0.4719400405883789,0.9472228991081614,0.3134987232993235,0.6865012767006764,1,inconsistent,0.8545369739270962
subject 10_surprise_sentence 2,subject 10_surprise_sentence 2.wav,I didn't expect that!,-0.0206666666666666,0.1326666666666666,-0.082,-0.3494963049888611,0.4391103982925415,0.4606518745422363,0.7046330595679565,0.7458095625072854,0.25419043749271464,0,consistent,0.8545369739270962
subject 10_surprise_sentence 3,subject 10_surprise_sentence 3.wav,"Wahoo, I would never have believed this!",0.1326666666666666,0.0923333333333333,-0.0333333333333333,-0.5781853795051575,0.5276670455932617,0.5683608055114746,1.028037892928502,0.17639035536621922,0.8236096446337807,1,inconsistent,0.8545369739270962
subject 10_surprise_sentence 4,subject 10_surprise_sentence 4.wav,I never saw that coming!,-0.132,-0.04475,-0.0745,-0.2384350299835205,0.3131570816040039,0.2841415405273437,0.5177351149591018,0.8896600471253585,0.11033995287464163,0,consistent,0.8545369739270962
subject 10_surprise_sentence 5,subject 10_surprise_sentence 5.wav,"Oh my God, that's so weird!",0.012,0.1443333333333333,0.192,0.1621495485305786,0.2171374559402465,0.2488913536071777,0.1763007467589288,0.9518948404665765,0.04810515953342349,0,consistent,0.8545369739270962
subject 11_anger_sentence 1,subject 11_anger_sentence 1.wav,"What??? No, no, no, listen! I need this money!",0.25,0.0259999999999999,-0.0111999999999999,-0.1656960844993591,0.7755059003829956,0.6502070426940918,1.082599466793868,0.10996878775416816,0.8900312122458317,1,inconsistent,0.8545369739270962
subject 11_anger_sentence 2,subject 11_anger_sentence 2.wav,I don't care about your coffee! Please serve me!,0.246,-0.1131428571428571,-0.0607142857142857,-0.3714844584465027,0.3543741703033447,0.3361865282058716,0.870281266870422,0.4683494988453693,0.5316505011546306,1,inconsistent,0.8545369739270962
subject 11_anger_sentence 3,subject 11_anger_sentence 3.wav,I can have you fired you know!,0.17525,0.0444999999999999,-0.04125,-0.0658167004585266,0.3686368465423584,0.3885233402252197,0.5898160504129469,0.8508065663359129,0.14919343366408716,0,consistent,0.8545369739270962
subject 11_anger_sentence 4,subject 11_anger_sentence 4.wav,Is your coffee more important than my money?,0.4425,0.052,0.3265,-0.2707279920578003,0.5518531799316406,0.5144064426422119,0.8909860836898776,0.4261798376373735,0.5738201623626266,1,inconsistent,0.8545369739270962
subject 11_anger_sentence 5,subject 11_anger_sentence 5.wav,"You're getting paid to work, not drink coffee!",0.3251666666666666,0.1145,-0.037,-0.3298771977424621,0.5417423248291016,0.5833220481872559,0.9982073491477874,0.22209424158010846,0.7779057584198914,1,inconsistent,0.8545369739270962
subject 11_disgust_sentence 1,subject 11_disgust_sentence 1.wav,That's horrible! I'll never eat noodles again.,-0.1916,0.1149999999999999,-0.1156,-0.1931127905845642,-0.3675469160079956,-0.2382411956787109,0.497890226417113,0.8978010349089972,0.10219896509100287,0,consistent,0.8545369739270962
subject 11_disgust_sentence 2,subject 11_disgust_sentence 2.wav,Something is moving inside my plate,0.0696,-0.0712,-0.112,-0.2586919665336609,-0.2991645336151123,-0.2115892171859741,0.4118998131300973,0.9239124875931266,0.07608751240687338,0,consistent,0.8545369739270962
subject 11_disgust_sentence 3,subject 11_disgust_sentence 3.wav,Aaaaah a cockroach!!!,-0.624,0.334,-0.608,-0.2394784092903137,-0.1106165647506713,-0.0640037059783935,0.8009199156481488,0.6016046807006824,0.39839531929931754,0,consistent,0.8545369739270962
subject 11_disgust_sentence 4,subject 11_disgust_sentence 4.wav,"Eeeek, this is disgusting!!!",-0.301,0.1679999999999999,-0.191,-0.8569281101226807,0.4646745920181274,0.454723596572876,0.9022365767051944,0.4032140614012294,0.5967859385987705,1,inconsistent,0.8545369739270962
subject 11_disgust_sentence 5,subject 11_disgust_sentence 5.wav,That's gross!,-0.385,0.1134999999999999,-0.319,-0.4867470264434814,-0.3662229180335998,-0.2520022988319397,0.4949497221320232,0.8989290129425684,0.10107098705743164,0,consistent,0.8545369739270962
subject 11_fear_sentence 1,subject 11_fear_sentence 1.wav,"Oh my god, there is someone in the house!",0.1676,-0.184,0.1636,-0.4747328162193298,-0.2500125765800476,-0.1419715285301208,0.7143689985625261,0.733735097485255,0.26626490251474505,0,consistent,0.8545369739270962
subject 11_fear_sentence 2,subject 11_fear_sentence 2.wav,Someone is climbing up the stairs,0.1995,0.111,0.055,0.1695063114166259,-0.4177765846252441,-0.2361565828323364,0.604381049942317,0.8408171842449409,0.1591828157550591,0,consistent,0.8545369739270962
subject 11_fear_sentence 3,subject 11_fear_sentence 3.wav,Please don't kill me...,-0.174,0.238,0.1339999999999999,-0.7759915590286255,0.2747933864593506,0.3052599430084228,0.6269589767346111,0.8236299022455377,0.17637009775446238,0,consistent,0.8545369739270962
subject 11_fear_sentence 4,subject 11_fear_sentence 4.wav,I'm not alone! Go away!,-0.2653333333333333,-0.356,-0.3253333333333333,-0.6837496757507324,-0.120424747467041,-0.0366074442863464,0.5602950778062347,0.8686861821435585,0.13131381785644153,0,consistent,0.8545369739270962
subject 11_fear_sentence 5,subject 11_fear_sentence 5.wav,I have nothing to give you! Please don't hurt me!,0.0255714285714285,-0.1645714285714285,-0.0431428571428571,-0.2021926045417785,0.1731444597244262,0.1848784685134887,0.4668213801246998,0.9087908847101346,0.09120911528986551,0,consistent,0.8545369739270962
subject 11_happiness_sentence 1,subject 11_happiness_sentence 1.wav,"That's great, I'm rich now!!!",0.4765,0.12425,0.3655,0.3493691682815552,0.4782750606536865,0.4045292139053345,0.3781788882028429,0.9310183419383551,0.06898165806164501,0,consistent,0.8545369739270962
subject 11_happiness_sentence 2,subject 11_happiness_sentence 2.wav,I won: this is great! I'm so happy!,0.47525,0.2,0.2645,-0.7516577243804932,0.6667068004608154,0.6493167877197266,1.367918770195007,0.0041617775928948185,0.9958382224071053,1,inconsistent,0.8545369739270962
subject 11_happiness_sentence 3,subject 11_happiness_sentence 3.wav,Wahoo... This is so great.,0.4195,0.3325,0.167,0.7963638305664062,0.6837054491043091,0.6980316638946533,0.7398420387680524,0.6994776173066118,0.30052238269338805,0,consistent,0.8545369739270962
subject 11_happiness_sentence 4,subject 11_happiness_sentence 4.wav,I'm so lucky!,0.92,0.22,0.586,-0.3813558220863342,0.3483402729034424,0.3856586217880249,1.3229266302976903,0.007489543088807078,0.992510456911193,1,inconsistent,0.8545369739270962
subject 11_happiness_sentence 5,subject 11_happiness_sentence 5.wav,I'm so excited!,0.816,0.862,0.418,0.9054696559906006,0.6000336408615112,0.5568132400512695,0.3096777490826286,0.9416037801713668,0.05839621982863324,0,consistent,0.8545369739270962
subject 11_sadness_sentence 1,subject 11_sadness_sentence 1.wav,Life won't be the same now,0.304,-0.2235,0.18,-0.3678858876228332,-0.740546464920044,-0.4957208633422851,1.0841431538450446,0.10841075409960348,0.8915892459003966,1,inconsistent,0.8545369739270962
subject 11_sadness_sentence 2,subject 11_sadness_sentence 2.wav,"Oh no, tell me this is not true, please!",0.1856,-0.1384,0.0748,-0.4900561571121216,-0.5212464332580566,-0.3310524225234985,0.8762413040767525,0.4562517457906505,0.5437482542093496,1,inconsistent,0.8545369739270962
subject 11_sadness_sentence 3,subject 11_sadness_sentence 3.wav,Everything was so perfect! I just don't understand!,0.4083333333333334,-0.0495,0.2508333333333333,0.0997359752655029,-0.0379022359848022,0.0778014659881591,0.3539870967331365,0.9352876718040763,0.0647123281959238,0,consistent,0.8545369739270962
subject 11_sadness_sentence 4,subject 11_sadness_sentence 4.wav,I still loved her,0.4684999999999999,-0.548,-0.1085,-0.0617014169692993,-0.4989393353462219,-0.2379363775253296,0.547972870860778,0.8752986796802834,0.12470132031971663,0,consistent,0.8545369739270962
subject 11_sadness_sentence 5,subject 11_sadness_sentence 5.wav,She was my life,0.418,0.0735,0.324,-0.3988351225852966,-0.8041338920593262,-0.6128998398780823,1.5215919873421109,0.0004727176473396809,0.9995272823526605,1,inconsistent,0.8545369739270962
subject 11_surprise_sentence 1,subject 11_surprise_sentence 1.wav,You have never told me that!,-0.012,-0.14275,-0.0455,-0.5682001113891602,0.144706130027771,0.1710166931152343,0.6624719382716626,0.79191823821485,0.20808176178515003,0,consistent,0.8545369739270962
subject 11_surprise_sentence 2,subject 11_surprise_sentence 2.wav,I didn't expect that!,-0.0206666666666666,0.1326666666666666,-0.082,-0.4295549988746643,0.2134990692138672,0.2562255859375,0.5367681925190387,0.8809162093405072,0.11908379065949293,0,consistent,0.8545369739270962
subject 11_surprise_sentence 3,subject 11_surprise_sentence 3.wav,"Wahoo, I would never have believed this!",0.1326666666666666,0.0923333333333333,-0.0333333333333333,-0.6286369562149048,0.4042425155639648,0.4162759780883789,0.9375601725166728,0.33228279753590617,0.6677172024640938,1,inconsistent,0.8545369739270962
subject 11_surprise_sentence 4,subject 11_surprise_sentence 4.wav,I never saw that coming!,-0.132,-0.04475,-0.0745,-0.278430163860321,0.0945960283279419,0.2040460109710693,0.3441612830154302,0.936846530247941,0.06315346975205904,0,consistent,0.8545369739270962
subject 11_surprise_sentence 5,subject 11_surprise_sentence 5.wav,"Oh my God, that's so weird!",0.012,0.1443333333333333,0.192,-0.2585702538490295,0.3861496448516845,0.4385325908660888,0.4387045807185228,0.9171450126805598,0.08285498731944016,0,consistent,0.8545369739270962
subject 12_anger_sentence 1,subject 12_anger_sentence 1.wav,"What??? No, no, no, listen! I need this money!",0.25,0.0259999999999999,-0.0111999999999999,-0.5569814443588257,0.805060625076294,0.72397780418396,1.3411341889790414,0.005921085987194978,0.9940789140128051,1,inconsistent,0.8545369739270962
subject 12_anger_sentence 2,subject 12_anger_sentence 2.wav,I don't care about your coffee! Please serve me!,0.246,-0.1131428571428571,-0.0607142857142857,-0.1210150718688964,0.756981372833252,0.6415375471115112,1.176849130210682,0.042491969391974735,0.9575080306080253,1,inconsistent,0.8545369739270962
subject 12_anger_sentence 3,subject 12_anger_sentence 3.wav,I can have you fired you know!,0.17525,0.0444999999999999,-0.04125,-0.6561341285705566,0.7077301740646362,0.6748800277709961,1.282152896383313,0.012497922631066822,0.9875020773689334,1,inconsistent,0.8545369739270962
subject 12_anger_sentence 4,subject 12_anger_sentence 4.wav,Is your coffee more important than my money?,0.4425,0.052,0.3265,-0.3063359260559082,0.5628852844238281,0.533637523651123,0.9298736321119904,0.3474605674190197,0.6525394325809803,1,inconsistent,0.8545369739270962
subject 12_anger_sentence 5,subject 12_anger_sentence 5.wav,"You're getting paid to work, not drink coffee!",0.3251666666666666,0.1145,-0.037,-0.5728222131729126,0.6849050521850586,0.6983747482299805,1.2932602105562858,0.01089225312880252,0.9891077468711974,1,inconsistent,0.8545369739270962
subject 12_disgust_sentence 1,subject 12_disgust_sentence 1.wav,That's horrible! I'll never eat noodles again.,-0.1916,0.1149999999999999,-0.1156,-0.7717232704162598,0.5633319616317749,0.5507471561431885,0.9907386583752384,0.2345151772331227,0.7654848227668772,1,inconsistent,0.8545369739270962
subject 12_disgust_sentence 2,subject 12_disgust_sentence 2.wav,Something is moving inside my plate,0.0696,-0.0712,-0.112,0.1482400894165039,0.2753486633300781,0.3083112239837646,0.55040145777971,0.8740323407801441,0.1259676592198558,0,consistent,0.8545369739270962
subject 12_disgust_sentence 3,subject 12_disgust_sentence 3.wav,Aaaaah a cockroach!!!,-0.624,0.334,-0.608,-0.3800902962684631,-0.1482472419738769,-0.1617794036865234,0.7008331945193319,0.7503723427752981,0.249627657224702,0,consistent,0.8545369739270962
subject 12_disgust_sentence 4,subject 12_disgust_sentence 4.wav,"Eeeek, this is disgusting!!!",-0.301,0.1679999999999999,-0.191,-0.6465280055999756,0.2238005399703979,0.1872485876083374,0.5153399818979572,0.8906933560038136,0.10930664399618636,0,consistent,0.8545369739270962
subject 12_disgust_sentence 5,subject 12_disgust_sentence 5.wav,That's gross!,-0.385,0.1134999999999999,-0.319,-0.325001060962677,-0.2031337022781372,-0.0843749046325683,0.3986297900058911,0.9268824558029861,0.07311754419701375,0,consistent,0.8545369739270962
subject 12_fear_sentence 1,subject 12_fear_sentence 1.wav,"Oh my god, there is someone in the house!",0.1676,-0.184,0.1636,-0.5378913879394531,0.0930336713790893,0.131278395652771,0.7586240436751869,0.6717134329366897,0.32828656706331033,0,consistent,0.8545369739270962
subject 12_fear_sentence 2,subject 12_fear_sentence 2.wav,Someone is climbing up the stairs,0.1995,0.111,0.055,-0.2042170166969299,-0.0670607686042785,-0.0010498166084289,0.4447860708570516,0.9154537853621608,0.08454621463783926,0,consistent,0.8545369739270962
subject 12_fear_sentence 3,subject 12_fear_sentence 3.wav,Please don't kill me...,-0.174,0.238,0.1339999999999999,-0.2135643362998962,-0.0558514595031738,-0.0379732251167297,0.3427664031319961,0.9370601122921776,0.06293988770782252,0,consistent,0.8545369739270962
subject 12_fear_sentence 4,subject 12_fear_sentence 4.wav,I'm not alone! Go away!,-0.2653333333333333,-0.356,-0.3253333333333333,-0.381242573261261,0.6068216562271118,0.5510257482528687,1.3070829099484087,0.009159938372208694,0.9908400616277914,1,inconsistent,0.8545369739270962
subject 12_fear_sentence 5,subject 12_fear_sentence 5.wav,I have nothing to give you! Please don't hurt me!,0.0255714285714285,-0.1645714285714285,-0.0431428571428571,0.2189810276031494,0.5405349731445312,0.4415788650512695,0.8772328417844828,0.4542347324487804,0.5457652675512197,1,inconsistent,0.8545369739270962
subject 12_happiness_sentence 1,subject 12_happiness_sentence 1.wav,"That's great, I'm rich now!!!",0.4765,0.12425,0.3655,0.3633298873901367,0.6324262619018555,0.5983870029449463,0.5703393232886469,0.8629382969419112,0.13706170305808899,0,consistent,0.8545369739270962
subject 12_happiness_sentence 2,subject 12_happiness_sentence 2.wav,I won: this is great! I'm so happy!,0.47525,0.2,0.2645,-0.5221840143203735,0.4981820583343506,0.4122593402862549,1.0514846529919466,0.1451028864369087,0.8548971135630913,1,inconsistent,0.8545369739270962
subject 12_happiness_sentence 3,subject 12_happiness_sentence 3.wav,Wahoo... This is so great.,0.4195,0.3325,0.167,-0.7909546494483948,0.8797698020935059,0.715718150138855,1.4372878288451858,0.0016091377013271364,0.9983908622986727,1,inconsistent,0.8545369739270962
subject 12_happiness_sentence 4,subject 12_happiness_sentence 4.wav,I'm so lucky!,0.92,0.22,0.586,-0.4737564325332641,0.3748869895935058,0.4773833751678467,1.4065363642519586,0.0024681402937820206,0.9975318597062178,1,inconsistent,0.8545369739270962
subject 12_happiness_sentence 5,subject 12_happiness_sentence 5.wav,I'm so excited!,0.816,0.862,0.418,0.630225419998169,0.2457331418991089,0.3276937007904053,0.6499632779206325,0.8037832968863995,0.1962167031136005,0,consistent,0.8545369739270962
subject 12_sadness_sentence 1,subject 12_sadness_sentence 1.wav,Life won't be the same now,0.304,-0.2235,0.18,-0.4165496826171875,-0.7457102537155151,-0.4980738162994385,1.1187848294271052,0.07776297836131305,0.922237021638687,1,inconsistent,0.8545369739270962
subject 12_sadness_sentence 2,subject 12_sadness_sentence 2.wav,"Oh no, tell me this is not true, please!",0.1856,-0.1384,0.0748,-0.6033651828765869,-0.2350959777832031,-0.0430757999420166,0.8035613704770198,0.596898614453725,0.403101385546275,0,consistent,0.8545369739270962
subject 12_sadness_sentence 3,subject 12_sadness_sentence 3.wav,Everything was so perfect! I just don't understand!,0.4083333333333334,-0.0495,0.2508333333333333,-0.5740867853164673,-0.4506365656852722,-0.2245523929595947,1.162777460488772,0.049444077911568296,0.9505559220884318,1,inconsistent,0.8545369739270962
subject 12_sadness_sentence 4,subject 12_sadness_sentence 4.wav,I still loved her,0.4684999999999999,-0.548,-0.1085,-0.3833850026130676,-0.7628130316734314,-0.5881659984588623,1.0009656169576129,0.21760236116996975,0.7823976388300302,1,inconsistent,0.8545369739270962
subject 12_sadness_sentence 5,subject 12_sadness_sentence 5.wav,She was my life,0.418,0.0735,0.324,-0.2340434789657592,-0.4514257311820984,-0.2903128862380981,1.0383101867539457,0.1621708063479756,0.8378291936520244,1,inconsistent,0.8545369739270962
subject 12_surprise_sentence 1,subject 12_surprise_sentence 1.wav,You have never told me that!,-0.012,-0.14275,-0.0455,-0.5292425751686096,0.4583276510238647,0.4145488739013672,0.9167765215718264,0.3737014791274195,0.6262985208725804,1,inconsistent,0.8545369739270962
subject 12_surprise_sentence 2,subject 12_surprise_sentence 2.wav,I didn't expect that!,-0.0206666666666666,0.1326666666666666,-0.082,-0.2583939433097839,0.2042291164398193,0.1655369997024536,0.3505852371383894,0.9358382895492573,0.06416171045074268,0,consistent,0.8545369739270962
subject 12_surprise_sentence 3,subject 12_surprise_sentence 3.wav,"Wahoo, I would never have believed this!",0.1326666666666666,0.0923333333333333,-0.0333333333333333,-0.7497857809066772,-0.0848320722579956,-0.0258708000183105,0.9000919911709041,0.40758727934288613,0.5924127206571138,1,inconsistent,0.8545369739270962
subject 12_surprise_sentence 4,subject 12_surprise_sentence 4.wav,I never saw that coming!,-0.132,-0.04475,-0.0745,-0.3637224435806274,-0.0605174899101257,0.032191514968872,0.2555914395346526,0.9471457551532959,0.0528542448467042,0,consistent,0.8545369739270962
subject 12_surprise_sentence 5,subject 12_surprise_sentence 5.wav,"Oh my God, that's so weird!",0.012,0.1443333333333333,0.192,-0.3479189276695251,0.0253922939300537,0.1592280864715576,0.3804768109430969,0.9305788266256322,0.06942117337436782,0,consistent,0.8545369739270962
subject 13_anger_sentence 1,subject 13_anger_sentence 1.wav,"What??? No, no, no, listen! I need this money!",0.25,0.0259999999999999,-0.0111999999999999,-0.3953308463096618,0.2098649740219116,0.2145304679870605,0.707963610681001,0.7417414491705815,0.25825855082941845,0,consistent,0.8545369739270962
subject 13_anger_sentence 2,subject 13_anger_sentence 2.wav,I don't care about your coffee! Please serve me!,0.246,-0.1131428571428571,-0.0607142857142857,-0.5929652452468872,-0.0233670473098754,0.0768451690673828,0.8548947200463735,0.49928710534516957,0.5007128946548304,1,inconsistent,0.8545369739270962
subject 13_anger_sentence 3,subject 13_anger_sentence 3.wav,I can have you fired you know!,0.17525,0.0444999999999999,-0.04125,-0.1422768235206604,0.1179320812225341,0.2610523700714111,0.4445247767656892,0.91552770825096,0.08447229174904008,0,consistent,0.8545369739270962
subject 13_anger_sentence 4,subject 13_anger_sentence 4.wav,Is your coffee more important than my money?,0.4425,0.052,0.3265,-0.0081909894943237,0.0515110492706298,0.1653398275375366,0.4786389122003342,0.9048449755744168,0.09515502442558316,0,consistent,0.8545369739270962
subject 13_anger_sentence 5,subject 13_anger_sentence 5.wav,"You're getting paid to work, not drink coffee!",0.3251666666666666,0.1145,-0.037,-0.0592187643051147,0.3515894412994385,0.4525169134140014,0.6660258037324176,0.7884021798281594,0.21159782017184053,0,consistent,0.8545369739270962
subject 13_disgust_sentence 1,subject 13_disgust_sentence 1.wav,That's horrible! I'll never eat noodles again.,-0.1916,0.1149999999999999,-0.1156,-0.1662958860397339,-0.396481990814209,-0.260596752166748,0.5322388404179893,0.8830855132794296,0.11691448672057035,0,consistent,0.8545369739270962
subject 13_disgust_sentence 2,subject 13_disgust_sentence 2.wav,Something is moving inside my plate,0.0696,-0.0712,-0.112,0.138472318649292,-0.2342710494995117,-0.1275141239166259,0.1776970779216761,0.9518410579792415,0.048158942020758475,0,consistent,0.8545369739270962
subject 13_disgust_sentence 3,subject 13_disgust_sentence 3.wav,Aaaaah a cockroach!!!,-0.624,0.334,-0.608,-0.0755492448806762,-0.3875471353530884,-0.2075765132904052,0.9908417976830982,0.2343411296923327,0.7656588703076673,1,inconsistent,0.8545369739270962
subject 13_disgust_sentence 4,subject 13_disgust_sentence 4.wav,"Eeeek, this is disgusting!!!",-0.301,0.1679999999999999,-0.191,0.0633740425109863,-0.262022852897644,-0.1554378867149353,0.5647590289418368,0.8661725266485394,0.13382747335146067,0,consistent,0.8545369739270962
subject 13_disgust_sentence 5,subject 13_disgust_sentence 5.wav,That's gross!,-0.385,0.1134999999999999,-0.319,-0.6272158622741699,-0.1053767204284668,0.0837306976318359,0.5184279675111731,0.8893584373724505,0.11064156262754965,0,consistent,0.8545369739270962
subject 13_fear_sentence 1,subject 13_fear_sentence 1.wav,"Oh my god, there is someone in the house!",0.1676,-0.184,0.1636,-0.5824419260025024,-0.5075847506523132,-0.3667892217636108,0.9739521077441496,0.26373538574365085,0.7362646142563491,1,inconsistent,0.8545369739270962
